115/03/04 00:10拒絕往來廠商資料,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
38989791,109-2-2-035,舜力土木包工業,苗栗縣頭份市尖下里3鄰尖豐路411巷8號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,王舜玄,K1220*****,109年度三灣鄉農路改善工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,110-2-2-050,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,三灣鄉110年各村農路改善維護及修繕工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,110-1-1-039,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,110年度中小排水維護管理工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,107-2-2-017,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,107年1月豪雨 (H3類)公共設施災後復建工程-三灣、大河村等4件工程,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,110-2-1-026,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,內灣村小份美溪及大河村南港溪八股段清疏工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,109-1-1-028,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,三灣鄉中山路流動廁所工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,108-1-1-032,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,108年度鄉道養護計畫路面養護作業工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,108-1-2-024,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,108年度保護區〈永和、大河、北埔、內灣村〉零星工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,110-1-2-032,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,110年度鄉內零星工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,109-1-2-051,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,109年度鄉道養護工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,109-1-2-046,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,109年度鄉內小型工程,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,109-1-2-038,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,109年度三灣鄉鄉道及村里道路改善工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,109-5-2-026,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,109年度村民大會（暨基層建設座談會）議決案小型工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
38989645,108-1-2-029,合晟土木包工業,苗栗縣頭份市流東里17鄰中正新村28號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱月霞,C2205*****,108年度道路挖掘都計內柏油路修復工程,15 對採購有關人員行求、期約或交付不正利益者,112/08/29 00:00,112/08/29 00:00,112/08/30 00:00,3年,115/08/29 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-2-1-061,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,三灣國中後方通往石母祠步道旁木製樓梯拆除案,15 對採購有關人員行求、期約或交付不正利益者,112/08/28 00:00,112/08/28 00:00,112/08/29 00:00,3年,115/08/28 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-2-1-060,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,三灣國中後方木棧通學步道一案,15 對採購有關人員行求、期約或交付不正利益者,112/08/28 00:00,112/08/28 00:00,112/08/29 00:00,3年,115/08/28 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-2-1-059,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,110年5月豪雨木棧步道修護工程,15 對採購有關人員行求、期約或交付不正利益者,112/08/28 00:00,112/08/28 00:00,112/08/29 00:00,3年,115/08/28 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,111-1-1-005,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,111年道路坑洞維修暨零星工程(開口契約) ,15 對採購有關人員行求、期約或交付不正利益者,112/08/28 00:00,112/08/28 00:00,112/08/29 00:00,3年,115/08/28 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,111-1-1-004,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,111年三灣鄉排水溝清淤及維修暨零星工程〈開口契約〉 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/28 00:00,112/08/28 00:00,112/08/29 00:00,3年,115/08/28 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-1-1-007,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,110年三灣鄉排水溝清淤及維修暨零星工程〈開口契約〉 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/28 00:00,112/08/28 00:00,112/08/29 00:00,3年,115/08/28 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,109-1-1-004,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,109年三灣鄉道路坑洞維修暨零星工程〈開口契約〉 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/28 00:00,112/08/28 00:00,112/08/29 00:00,3年,115/08/28 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,108-1-1-007,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,108年三灣鄉（三灣、內灣、銅鏡村）災害搶通(修)工程（開口契約） ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,108-1-1-003,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,108年三灣鄉道路坑洞維修暨零星工程〈開口契約〉 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-5-2-025,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,110年村民大會暨基層建設座談會議決案小型工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,108-2-1-034,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,108年6月豪雨(B1類)公共設施災後復建-三灣鄉三灣村14鄰中港溪旁觀光木棧步道工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,108-2-1-033,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,苗栗縣三灣鄉108年6月豪雨 (H3類)公共設施災後復建工程-三灣村等4件工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,108-1-2-026,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,108年度鄉內零星工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-2-1-037,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,110年度三灣鄉大河村頭寮坑農路改善工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-1-1-010,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,110年道路坑洞維修暨零星工程(開口契約) ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,109-1-2-055,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,109年度駁坎及排水溝工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,109-1-2-047,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,109年度鄉內零星工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,109-2-2-032,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,"109年3,4月豪雨水土保持(G1類)公共設施災後復建工程",15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,109-1-2-007,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****, 109年三灣鄉（三灣、內灣、銅鏡村）災害搶通(修)工程（開口契約） ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。 ,,,,,一般
88800956,108-1-2-030,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,108年度道路挖掘水泥路修復工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-2-1-052,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,110年7月及8月豪雨(G1-水土保持類)公共設施災後復建工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-2-2-046,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****,110年7月豪雨第1批(G1-水土保持類)公共設施災後復建工程,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
88800956,110-1-2-005,國翔土木包工業,苗栗縣三灣鄉三灣村8鄰中正路132號,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,邱達耀,K1008*****, 110年三灣鄉（三灣、內灣、銅鏡村）災害搶通(修)工程（開口契約）,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
U1013*****,1060505SC006,謝英俊建築師事務所,臺中市豐原區合作街132巷7號2樓,中華民國(Republic of China (Taiwan)),3.79.64,臺北市政府客家事務委員會,臺北市大安區信義路3段157巷11號3樓,沈哲鋒,(02)27026141#218,謝英俊,,臺北市客家文化主題公園空間改善計畫委託規劃設計監造技術服務案,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,臺北市政府採購申訴審議委員會112年8月16日第244次委員會議審議結果為「申訴駁回」。,,,,,一般
58717988,108-1-2-022,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,三灣鄉頂寮社區活動中心興建計畫 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,108-2-1-035,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,三灣鄉北埔運動公園設施修繕工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,110-1-2-051,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,110年度道路修護改善工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,110-2-2-047,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,110年6月豪雨(H3-農路類)公共設施災後復建工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,110-1-2-038,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,110年度保護區〈永和、大河、北埔、內灣村〉零星工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,110-2-2-028,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,三灣鄉大河村錫隘員林道農路改善工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,109-1-2-008,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,109年三灣鄉（大河、永和、大坪村）災害搶通(修)工程（開口契約） ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,107-2-2-013,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,107年1月豪雨水土保持(G1類)公共設施災後復建工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
58717988,107-1-2-032,加山營造有限公司,苗栗縣三灣鄉大河村7鄰河底26-2號1樓,中華民國(Republic of China (Taiwan)),3.76.45.66,苗栗縣三灣鄉公所,苗栗縣三灣鄉三灣村16鄰和平街68號,邱惠雅,(037)831001#2505,李鳳妮,,107年三灣鄉內小型工程 ,15 對採購有關人員行求、期約或交付不正利益者,112/08/25 00:00,112/08/25 00:00,112/08/26 00:00,3年,115/08/25 23:59,確實符合違反採購法第101條第1項第15款情形；依政府採購法第103條第1款第1項規定，停權3年。,,,,,一般
